Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
1986-03-13,0.059388626366853714,0.06204035083789462,0.054086397154584416,0.054086397154584416,1031788800
1986-03-14,0.06150951236486435,0.06257056797412397,0.05938862087604486,0.05938862087604486,308160000
1986-03-17,0.06257060170173645,0.06310082485974904,0.061509545520532644,0.061509545520532644,133171200
1986-03-18,0.060979291796684265,0.06310079323051186,0.060449068904445596,0.0625705703382732,67766400
1986-03-19,0.059918858110904694,0.06150952710880545,0.05938863511160445,0.0609793041095052,47894400
1986-03-20,0.05832818150520325,0.05991885029563154,0.05779795857506048,0.05991885029563154,58435200
1986-03-21,0.05673753842711449,0.059388654279262015,0.05567709208625548,0.05832820793840301,59990400
1986-03-24,0.05514684319496155,0.056737511964351284,0.05461662027183164,0.056737511964351284,65289600
1986-03-25,0.05620730668306351,0.05620730668306351,0.05461663741440886,0.05514686050396041,32083200
1986-03-26,0.05779796466231346,0.05832818764829904,0.05567707271837111,0.056207295704356695,22752000
1986-03-27,0.058858416974544525,0.058858416974544525,0.057797970888341536,0.057797970888341536,16848000
1986-03-31,0.05832818150520325,0.05885840443534601,0.05726773564491772,0.05885840443534601,12873600
1986-04-01,0.05779796466231346,0.05832818764829904,0.057797964662313454,0.05832818764829904,11088000
1986-04-02,0.05832818150520325,0.05938862736548878,0.05779795857506048,0.05779795857506048,27014400
1986-04-03,0.058858416974544525,0.060449086103849005,0.058858416974544525,0.058858416974544525,23040000
1986-04-04,0.058858416974544525,0.059388640017646016,0.058858416974544525,0.058858416974544525,26582400
1986-04-07,0.05779796466231346,0.05938863362027021,0.056737518690342284,0.05885841063428463,16560000
1986-04-08,0.05832818150520325,0.05938862736548878,0.05779795857506048,0.05779795857506048,10252800
1986-04-09,0.059388626366853714,0.059918849288080646,0.05832818052439985,0.05832818052439985,12153600
1986-04-10,0.059918858110904694,0.06044908111020495,0.05832818911300395,0.05938863511160445,13881600
1986-04-11,0.060979291796684265,0.06204034744603452,0.060449068904445596,0.060449068904445596,17222400
1986-04-14,0.06150951236486435,0.062040345101919095,0.060979289492659475,0.060979289492659475,12153600
1986-04-15,0.06150951236486435,0.06150951236486434,0.05938862087604486,0.06150951236486434,9302400
1986-04-16,0.06363104283809662,0.06416126595294823,0.06097931739870957,0.06150954051356119,31910400
1986-04-17,0.06416122615337372,0.06416122615337372,0.06363100336742232,0.06363100336742232,22003200
1986-04-18,0.06204037368297577,0.06416126614885816,0.06150954070137434,0.06416126614885816,21628800
1986-04-21,0.06204037368297577,0.06257059679944636,0.06044909446843314,0.06204037368297577,22924800
1986-04-22,0.060979291796684265,0.06204034744603452,0.060979291796684265,0.06204034744603452,15552000
1986-04-23,0.06124444678425789,0.06150956070432457,0.06044911412652544,0.060979337415425,15609600
1986-04-24,0.06734257936477661,0.06840302519643766,0.060979294509910305,0.061244403692210264,62352000
1986-04-25,0.07158500701189041,0.07450123672822442,0.06787283494941984,0.06787283494941984,85795200
1986-04-28,0.0721152126789093,0.07264543572125154,0.07105415672917925,0.07158498963656706,28886400
1986-04-29,0.06999371200799942,0.07211521408374164,0.06946348895532824,0.07211521408374164,30326400
1986-04-30,0.06840303540229797,0.0705239273820611,0.06681236641747564,0.06999370438712031,30902400
1986-05-01,0.06734257936477661,0.06840302519643766,0.06628213353311557,0.06840302519643766,54345600
1986-05-02,0.06734257936477661,0.06840302519643766,0.06681235644894609,0.06734257936477661,20246400
1986-05-05,0.06681237369775772,0.06734259675047483,0.06681237369775772,0.06734259675047483,3254400
1986-05-06,0.06734257936477661,0.06840302519643766,0.06734257936477661,0.06734257936477661,9734400
1986-05-07,0.06734257936477661,0.06787280228060713,0.06628213353311557,0.06734257936477661,5155200
1986-05-08,0.06787281483411789,0.06787281483411789,0.06681236880632058,0.06734259182021923,3542400
1986-05-09,0.06734257936477661,0.06787280228060713,0.06734257936477661,0.06787280228060713,6076800
1986-05-12,0.06787281483411789,0.06946348387581386,0.06734259182021923,0.06734259182021923,10483200
1986-05-13,0.06840303540229797,0.06893325839723875,0.0678728124073572,0.0678728124073572,3830400
1986-05-14,0.06787281483411789,0.06840303784801655,0.06787281483411789,0.06840303784801655,9302400
1986-05-15,0.06787281483411789,0.0689332608619152,0.06787281483411789,0.06787281483411789,3801600
1986-05-16,0.06840303540229797,0.06999370438712031,0.0678728124073572,0.0678728124073572,11952000
1986-05-19,0.06734257936477661,0.06840302519643766,0.06681235644894609,0.06840302519643766,11001600
1986-05-20,0.06681237369775772,0.06734259675047483,0.06628215064504062,0.06734259675047483,61977600
1986-05-21,0.06575193256139755,0.0673426018397606,0.06575193256139755,0.0668123787469729,8092800
1986-05-22,0.06575193256139755,0.06628215565418523,0.06575193256139755,0.06575193256139755,4406400
1986-05-23,0.06575193256139755,0.0668123787469729,0.06575193256139755,0.06575193256139755,4089600
1986-05-27,0.06787281483411789,0.06787281483411789,0.06575192277852326,0.06575192277852326,13881600
