Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
1980-12-12,0.09838946908712387,0.09881722564755765,0.09838946908712387,0.09838946908712387,469033600
1980-12-15,0.0932564064860344,0.0936841629370419,0.0932564064860344,0.0936841629370419,175884800
1980-12-16,0.08641159534454346,0.08683934614208791,0.08641159534454346,0.08683934614208791,105728000
1980-12-17,0.0885503739118576,0.0889781304844495,0.0885503739118576,0.0885503739118576,86441600
1980-12-18,0.09111766517162323,0.09154541602289686,0.09111766517162323,0.09111766517162323,73449600
1980-12-19,0.09667845815420151,0.09710621473182823,0.09667845815420151,0.09667845815420151,48630400
1980-12-22,0.1013837680220604,0.10181228998357517,0.1013837680220604,0.1013837680220604,37363200
1980-12-23,0.10566208511590958,0.10608984181744152,0.10566208511590958,0.10566208511590958,46950400
1980-12-24,0.11122290045022964,0.11165065719977191,0.11122290045022963,0.11122290045022963,48003200
1980-12-26,0.1214897483587265,0.12191750506995058,0.1214897483587265,0.1214897483587265,55574400
1980-12-29,0.12320070713758469,0.12362846365214243,0.12320070713758469,0.12320070713758469,93161600
1980-12-30,0.12020646780729294,0.12063421301780831,0.12020646780729294,0.12063421301780831,68880000
1980-12-31,0.11678441613912582,0.11721217269407669,0.11678441613912584,0.11721217269407669,35750400
1981-01-02,0.1180676594376564,0.11892317243927937,0.11806765943765642,0.11806765943765642,21660800
1981-01-05,0.11550115048885345,0.11592889559338218,0.11550115048885345,0.11592889559338218,35728000
1981-01-06,0.11036734282970428,0.11079509940824274,0.11036734282970428,0.11079509940824274,45158400
1981-01-07,0.10566208511590958,0.10608984181744152,0.10566208511590958,0.10608984181744152,55686400
1981-01-08,0.10352329164743423,0.1039510367904228,0.10352329164743423,0.1039510367904228,39827200
1981-01-09,0.1090841293334961,0.1095118860877753,0.10908412933349608,0.10908412933349608,21504000
1981-01-12,0.10822861641645432,0.10908411841640318,0.10822861641645432,0.10908411841640318,23699200
1981-01-13,0.10437881201505661,0.10480656865749678,0.10437881201505661,0.10480656865749678,23049600
1981-01-14,0.10480653494596481,0.10523429145081503,0.10480653494596481,0.10480653494596481,14291200
1981-01-15,0.10694530606269836,0.10780080764953792,0.10694530606269836,0.10694530606269836,14067200
1981-01-16,0.10608983784914017,0.10651759453467184,0.10608983784914017,0.10651759453467184,13395200
1981-01-19,0.11250609904527664,0.11293385556581777,0.11250609904527664,0.11250609904527664,41574400
1981-01-20,0.1090841293334961,0.1095118860877753,0.10908412933349608,0.1095118860877753,30083200
1981-01-21,0.11122290045022964,0.11207840252632303,0.11122290045022963,0.11122290045022963,15904000
1981-01-22,0.11250609904527664,0.11336161208635888,0.11250609904527664,0.11250609904527664,35548800
