Episode,DDQN,DQN,MDA2C,MDREINFORCE,DDPG
100,-3237.622947692871,-3237.622947692871,-37963.802734375,-142292.73680114746,-155358.82467651367
101,2311.09903717041,2311.09903717041,-59112.6552734375,156806.14916992188,59216.05311584473
102,3295.8991470336914,3295.8991470336914,57170.11352539063,135265.8773651123,173863.42602539062
103,-702.4314270019531,-702.4314270019531,-23547.70092773437,-234296.8023071289,-164191.31491088867
104,-2893.438720703125,-2893.438720703125,-5023.935729980469,152784.8316192627,212893.62016296387
105,845.5647964477539,845.5647964477539,-36198.9577331543,-106578.95950317384,-118859.56382751463
106,2143.050048828125,2143.050048828125,-64055.956298828125,-120126.6777191162,-183621.6267242432
107,-1252.1634521484375,-1252.1634521484375,68178.12115478516,224575.9984741211,103956.36367797852
108,-2735.4270935058594,-2735.4270935058594,-34260.72578430176,-106578.95950317384,-117567.7357788086
109,893.6094360351562,893.6094360351562,51158.57286071777,68612.0604095459,112025.5901184082
110,-706.7838516235352,-706.7838516235352,103628.65049743652,206041.27697753903,150694.04461669922
111,2167.436309814453,2167.436309814453,11092.194625854492,-80237.01850891113,-62891.9608001709
112,-3201.563415527344,-3201.563415527344,121058.2605895996,302515.793838501,190216.3212738037
113,2062.5623092651367,2062.5623092651367,101878.80122375488,337190.41035461426,200539.58158874512
114,4005.478157043457,4005.478157043457,194475.21434783936,125381.54522705078,175754.24868774414
115,-751.3333587646484,-751.3333587646484,88188.90174865723,94868.15873718262,157436.17239379883
116,-655.5906829833984,-655.5906829833984,216951.9058227539,124583.05694580078,93191.74938964844
117,-2384.632972717285,-2384.632972717285,-84205.78527832031,-226925.4866027832,-110224.11708068848
118,3311.553237915039,3311.553237915039,88469.48899841309,101735.31260681152,109417.1386871338
119,4902.875587463379,4902.875587463379,-154173.47189331055,-106578.95950317384,-117252.71911621094
120,-1661.4878692626953,-1661.4878692626953,67236.94554138184,94868.15873718262,157446.1710205078
121,-1498.9074783325195,-1498.9074783325195,24057.22296142578,129277.92517089844,81997.17852783203
122,1759.6541061401367,1759.6541061401367,55530.5549621582,94868.15873718262,157602.57734680176
123,350.4822998046875,350.4822998046875,64840.98946380615,263405.1030883789,275234.10707092285
124,-3602.465621948242,-3602.465621948242,-70899.57264709473,59387.53854370117,-5363.175964355469
125,0.9229888916015624,0.9229888916015624,119936.27868652344,331507.9029388428,221546.4925994873
126,3291.444961547852,3291.444961547852,-17130.482650756836,176939.2317352295,90699.18968200684
127,2660.8267822265625,2660.8267822265625,-182409.49434661865,-58788.10374450684,-86567.02297973633
128,1703.6091003417969,1703.6091003417969,-182542.7254180908,-51543.48677062988,-114883.57293701172
129,344.0144500732422,344.0144500732422,-190633.4102020264,-48035.06813049317,-112818.06161499023
130,3375.1902618408203,3375.1902618408203,-126871.19772338869,-250006.7852935791,-160717.86068725586
131,1633.2685775756836,1633.2685775756836,102663.32107543944,93475.7081451416,145065.0983734131
132,-4510.297729492188,-4510.297729492188,-266530.30129241943,-90342.09648132324,-121120.73518371582
133,-6393.036758422852,-6393.036758422852,-93813.88877868652,134101.5891265869,14329.234298706057
134,-2953.1180114746094,-2953.1180114746094,52495.27536010742,220455.6358795166,193351.04360961917
135,1987.724395751953,1987.724395751953,161106.89823150635,222000.66847229004,104648.37492370604
136,1022.8189315795898,1022.8189315795898,-300088.01972961426,-143366.90658569336,-182412.8956604004
137,2422.4545288085938,2422.4545288085938,223270.20491027832,125381.54522705078,175793.76582336426
138,2333.1082077026367,2333.1082077026367,94771.0750579834,139444.3066253662,149060.30113220215
139,-5471.585182189941,-5471.585182189941,77627.7490158081,252252.39863586423,251527.47758483887
140,2438.692672729492,2438.692672729492,17193.94090270996,95699.78984069824,157603.55810546875
141,1119.4285354614258,1119.4285354614258,-43697.94425964356,-19209.05143737793,-45664.06622314453
142,-1473.6629104614258,-1473.6629104614258,-60501.39835357666,-188432.3634338379,-171656.91232299805
143,-4968.844009399414,-4968.844009399414,75240.8250656128,302515.793838501,190029.92778015137
144,-1499.2493896484375,-1499.2493896484375,-15712.394386291504,276954.6406555176,222485.0530090332
145,5847.638969421387,5847.638969421387,127879.8974533081,132752.0827331543,175358.30221557617
146,3171.8440322875977,3171.8440322875977,-31301.62954711914,72410.38529968262,89750.4584197998
147,7632.23014831543,7632.23014831543,59982.74517059326,302515.793838501,190405.68966674805
148,5122.748565673828,5122.748565673828,-189868.3983154297,-151740.0393218994,-152560.7176513672
149,8562.766357421875,8562.766357421875,-126240.20254516602,-39924.71408081055,-58006.5002746582
150,1489.526725769043,1489.526725769043,-143109.2889175415,-170099.83181762695,-163273.7027130127
151,-3221.597785949707,-3221.597785949707,-120881.97576904295,-238814.78327941892,-165547.40853881836
152,749.523193359375,749.523193359375,-241949.83585357663,-292751.5132446289,-248519.71701049805
153,2568.5278396606445,2568.5278396606445,-89412.04263305664,98209.09407043456,14427.187377929688
154,465.9573059082031,465.9573059082031,-9898.11262512207,176747.12358093262,90086.3285522461
155,-1831.48161315918,-1831.48161315918,67017.07759094238,101858.64237976074,109787.73677062988
156,633.0078277587891,633.0078277587891,64287.81237792969,119215.66075134276,125184.7130279541
157,-577.5115127563477,-577.5115127563477,59992.54521179199,206098.74560546875,91586.84912109376
158,-4461.797546386719,-4461.797546386719,-165318.07385253906,-97827.359085083,-152393.8892364502
159,-718.2282943725586,-718.2282943725586,-140545.20056152344,-179192.53268432617,-151955.71769714355
160,878.9022674560547,878.9022674560547,37776.12413787842,119362.27351379396,135480.42834472656
161,2018.8815612792969,2018.8815612792969,-55119.95073699951,-188432.3634338379,-170858.34645080566
162,1222.6926727294922,1222.6926727294922,-126709.12338256836,-127636.0983581543,-113351.41891479492
163,-3602.3302993774414,-3602.3302993774414,-38548.71118164063,163400.7359008789,52485.90057373047
164,1506.5572509765625,1506.5572509765625,129828.9040298462,248064.71392822263,162841.5780029297
165,-1035.1207122802734,-1035.1207122802734,-100417.8175125122,-162593.7066192627,-138214.57577514648
166,-3222.02237701416,-3222.02237701416,168443.10343933103,310479.0776672363,177826.35028076172
167,1346.612335205078,1346.612335205078,146213.76943206787,255355.7859802246,119937.61868286131
168,1013.573127746582,1013.573127746582,169445.7691116333,331480.4156036377,221617.54681396484
169,780.6505661010742,780.6505661010742,201228.847984314,142562.36015319824,175800.99201965332
170,-1224.3771896362305,-1224.3771896362305,235211.9927215576,222000.66847229004,103424.46250915527
171,2553.3253326416016,2553.3253326416016,-120681.42824554443,-168000.6887512207,-148655.36839294434
172,2038.5071411132808,2038.5071411132808,-22374.81394958496,186599.08779907227,53017.51139831543
173,-3413.4956665039062,-3413.4956665039062,67486.3978881836,130533.40115356444,118641.1555480957
174,5378.011268615723,5378.011268615723,55288.11093139648,93395.37213134766,145282.98664855957
175,-7516.362594604492,-7516.362594604492,12738.813659667969,206106.70182800293,150371.98358154297
176,1752.9293823242188,1752.9293823242188,-96883.46723937988,98248.12419128418,4798.323059082031
177,1760.2612762451172,1760.2612762451172,-65408.00144195557,-188432.3634338379,-171569.28048706055
178,3864.9799194335938,3864.9799194335938,13531.239448547363,209889.0316619873,191978.32830810547
179,1097.7423858642578,1097.7423858642578,44425.32684326172,33793.77159118652,-8432.97314453125
180,1575.1280822753906,1575.1280822753906,82783.92922973633,101424.27876281738,96322.76274108888
181,-1718.4585342407229,-1718.4585342407229,40633.30136871338,86339.84791564941,145283.44897460938
182,2135.7266845703125,2135.7266845703125,83746.8901977539,175356.23512268066,156565.1739807129
183,1680.8262252807615,1680.8262252807615,-132371.21056365967,-101622.07513427734,-121266.97198486328
184,-1035.4548568725586,-1035.4548568725586,59593.58129119873,113114.38734436037,153437.1570739746
185,4899.8222579956055,4899.8222579956055,-156175.18965911865,-103850.7647857666,-118617.79132080078
186,-1166.3019409179688,-1166.3019409179688,48650.369049072266,201666.45625305176,194113.56549072263
187,-3843.374267578125,-3843.374267578125,88366.77745056152,123893.91297912598,16174.688293457031
188,-3349.8415145874023,-3349.8415145874023,46299.69372558594,53752.95892333984,-5024.056884765625
189,4495.445335388184,4495.445335388184,38153.55911254883,-99177.46197509766,-63902.51480102539
190,-3298.5370559692383,-3298.5370559692383,215614.18048095703,112430.59201049805,177470.77938842773
191,-3333.5325469970703,-3333.5325469970703,-96747.840675354,-192380.26318359372,-91982.5986328125
192,3952.11669921875,3952.11669921875,237577.1411590576,115688.72300720216,174350.50596618652
193,-694.6856231689453,-694.6856231689453,153973.3366317749,108532.34449768066,89579.67778015137
194,-5197.005508422852,-5197.005508422852,284113.6137008667,227464.7872467041,161779.15405273438
195,-1004.1640167236328,-1004.1640167236328,284191.66248321533,222125.49897766116,162726.5476989746
196,3002.3952407836914,3002.3952407836914,92615.44284057616,167829.92390441897,74303.78845214844
197,262.8769302368164,262.8769302368164,285696.1843948364,227464.7872467041,161850.11428833008
198,181.43534088134768,181.43534088134768,75548.09175109863,87295.57783508301,81283.43167114258
199,6991.582992553711,6991.582992553711,239729.87393951416,123473.40879821776,97236.92332458496
200,325.56517791748047,325.56517791748047,-116983.18627166748,-192380.26318359372,-91957.54612731934
201,-2939.5196228027344,-2939.5196228027344,70642.56610107422,123893.91297912598,16255.458068847656
202,523.5730438232422,523.5730438232422,106949.3945236206,39617.02937316895,26749.984909057617
203,3654.173606872559,3654.173606872559,84750.00597381592,90783.02081298828,157604.4624786377
204,-1873.20108795166,-1873.20108795166,76453.85762023926,94128.5657043457,84335.30953979492
205,-1485.5243759155271,-1485.5243759155271,-82126.98946380615,-69226.44122314453,-111010.94863891602
206,-4357.013328552246,-4357.013328552246,100719.5503692627,156573.70417785645,46750.972579956055
207,3193.845703125,3193.845703125,-275708.86693573,-298504.9344177246,-203272.80549621585
208,7294.480026245117,7294.480026245117,-157042.00854492188,-142812.06005859375,-152867.73863220215
209,3668.0284576416016,3668.0284576416016,-4960.330345153809,-77149.40744018555,-127144.50646972656
210,-3429.14461517334,-3429.14461517334,105779.58589935304,156573.70417785645,48199.30780029297
211,-1306.4335098266602,-1306.4335098266602,-17924.539436340332,-86130.14189147949,-120498.26411437988
212,-1495.721549987793,-1495.721549987793,-34367.354888916016,-98890.19079589844,-121519.68417358398
213,-3695.354141235352,-3695.354141235352,171634.8071975708,110827.91633605956,174296.6484375
214,1754.1615371704102,1754.1615371704102,198865.44802093503,97345.89254760742,176484.1662902832
215,-3131.692405700684,-3131.692405700684,184369.09023284912,248244.58750915527,275078.3817443848
216,-2909.825523376465,-2909.825523376465,78623.11462402344,123515.73936462402,78746.88287353516
217,-2958.9056549072266,-2958.9056549072266,241723.6763916016,254170.01083374023,223326.0842590332
218,-4049.008934020996,-4049.008934020996,177442.09381103516,193122.26258850095,150672.5719909668
219,1190.1073760986328,1190.1073760986328,99645.06285095216,87316.53384399414,81443.15907287598
220,1822.737045288086,1822.737045288086,243201.1562805176,199435.3065185547,103862.57176208496
221,2175.899574279785,2175.899574279785,207924.1631011963,123473.40879821776,96816.18041992188
222,1974.4287567138672,1974.4287567138672,53337.01403808594,156573.70417785645,47035.005310058594
223,-2592.216377258301,-2592.216377258301,86923.96885681152,169621.1043701172,52574.25819396973
224,3484.7754287719727,3484.7754287719727,248127.41845703125,199435.3065185547,104115.37185668944
225,2183.3206481933594,2183.3206481933594,-47465.50910949707,-57264.40916442871,-114043.60415649414
226,3326.7370223999023,3326.7370223999023,286603.7168273926,293287.2832336426,237733.79917907715
227,147.7374496459961,147.7374496459961,131052.09843444824,102969.06114196776,94614.96548461914
228,-2762.311698913574,-2762.311698913574,129199.92822265624,112183.11322021484,175912.38667297363
229,-2474.252349853516,-2474.252349853516,25371.070419311523,91484.75903320312,4969.317779541016
230,646.635871887207,646.635871887207,84522.69543457031,95718.65249633788,84697.17596435547
231,2789.4344940185547,2789.4344940185547,32835.1711730957,-99177.46197509766,-64084.48817443848
232,-7160.222213745117,-7160.222213745117,13793.078262329102,-60206.75416564941,-112539.34698486328
233,-2337.162971496582,-2337.162971496582,-118572.9707107544,-152101.67431640625,-146346.61575317383
234,-1987.6246643066409,-1987.6246643066409,301576.4492034912,299384.8821411133,196488.26222229004
235,2947.620178222656,2947.620178222656,218355.78707885745,200610.9661102295,192157.38873291016
236,386.36910247802734,386.36910247802734,260526.18887329104,199435.3065185547,103673.85733032228
237,931.5586547851562,931.5586547851562,-1999.545608520508,-14605.383102416992,-45328.84716796875
238,-1284.4148025512695,-1284.4148025512695,-149005.6598968506,-147340.36952209473,-136346.92388916016
239,1639.0664825439453,1639.0664825439453,-225387.29485321045,-291612.4251098633,-248273.25202941892
240,1900.565040588379,1900.565040588379,285955.27754211426,297946.77716064453,217905.36235046387
241,-184.31776428222656,-184.31776428222656,104720.7960357666,106040.75732421876,110279.13423156738
242,438.1438522338867,438.1438522338867,73349.1851196289,70733.82797241211,79144.96408081055
243,-6747.971336364746,-6747.971336364746,98027.70129394533,117264.23443603516,120306.94715881348
244,-3639.517356872559,-3639.517356872559,118376.37496948242,158111.1300201416,80222.86131286621
245,2914.217239379883,2914.217239379883,105950.23309326172,118855.33363342284,121686.81590270996
246,-5876.66349029541,-5876.66349029541,108694.80088806152,107997.35597229004,107587.55285644533
247,2473.8395080566406,2473.8395080566406,-51088.758392333984,-62917.2784576416,-87545.75877380371
248,-2029.546524047852,-2029.546524047852,102466.20510864258,124285.49690246582,104496.56341552734
249,2309.802444458008,2309.802444458008,101652.47470092772,88434.82983398438,64805.590393066406
250,1800.884033203125,1800.884033203125,306493.93478393555,297946.77716064453,220667.7502746582
251,3955.043876647949,3955.043876647949,107443.58457946776,112183.11322021484,177008.14097595215
252,-120.98697662353516,-120.98697662353516,-98030.50847625732,-165999.4796447754,-101924.8192138672
253,-1604.6991271972656,-1604.6991271972656,78601.70457458496,85537.22694396973,78023.31144714355
254,2521.6451416015625,2521.6451416015625,-110199.03749847412,-184624.6527709961,-107774.77682495116
255,1328.3844299316406,1328.3844299316406,266486.50341796875,276270.03704833984,178070.52519226074
256,5445.711532592773,5445.711532592773,165722.38563537598,110827.91633605956,174103.09159851074
257,1012.2819519042968,1012.2819519042968,-96191.0274887085,-143087.25901794434,-182505.6261138916
258,-4829.652732849121,-4829.652732849121,90190.93307495116,107997.35597229004,109065.4421081543
259,-2058.765090942383,-2058.765090942383,-96048.5728225708,-185135.63133239743,-170643.76959228516
260,2891.750015258789,2891.750015258789,-164230.94678497314,-237847.1668243408,-160214.44647216797
261,1567.8373184204102,1567.8373184204102,275846.16708374023,254975.7092895508,238249.97016906735
262,-3158.007614135742,-3158.007614135742,102408.27389526369,71206.29586791992,89973.74780273438
263,2271.627471923828,2271.627471923828,310001.09925842285,293300.4383544922,238164.4570617676
264,3284.2558975219727,3284.2558975219727,224407.82232666016,200610.9661102295,193941.0373840332
265,2042.197982788086,2042.197982788086,-157386.71936035156,-185135.63133239743,-170630.1687927246
266,533.5910491943359,533.5910491943359,-124101.60612487792,-237847.1668243408,-160214.44647216797
267,2370.7985610961914,2370.7985610961914,38871.72001647949,76818.64738464355,101856.5750732422
268,2414.174194335937,2414.174194335937,155693.84375,188832.4496917725,162449.75173950195
269,2805.993797302246,2805.993797302246,-38822.91496276856,93261.60565185548,14869.628204345703
270,3947.934944152832,3947.934944152832,-54255.92701721192,-75166.29711914062,-100439.28723144533
271,1148.0786590576172,1148.0786590576172,-23631.40184020996,151597.62948608398,37147.130615234375
272,4300.527359008789,4300.527359008789,8918.175872802734,117603.93377685548,176099.44938659668
273,3821.2965393066406,3821.2965393066406,-167646.43244934082,-219968.93394470212,-189294.3463439941
274,2170.5963821411133,2170.5963821411133,18100.33268737793,115059.96905517578,184053.62982177731
275,-4112.418182373047,-4112.418182373047,92169.30505371094,156573.70417785645,47535.54698181152
276,2671.6789321899414,2671.6789321899414,76436.65367126465,123895.56262207033,16224.924774169922
277,-1008.2911071777344,-1008.2911071777344,154052.41915893555,201091.84007263184,192297.9362182617
278,-507.1644592285156,-507.1644592285156,95073.26679992676,174523.44172668457,156532.49053955078
279,4789.243576049805,4789.243576049805,148195.18588256836,111162.87367248537,175045.90292358398
280,4639.951271057129,4639.951271057129,-10876.572311401367,-230670.8073425293,-164634.0341644287
281,-1612.7351608276367,-1612.7351608276367,154424.91285705566,221113.5284576416,162992.86445617676
282,-781.0686492919922,-781.0686492919922,85907.23184204102,122768.18070983888,120729.98468017578
283,5987.052017211914,5987.052017211914,-34715.90426635742,-86130.14189147949,-120412.1812286377
284,3840.545875549317,3840.545875549317,29388.546813964844,62435.17449951172,72004.00619506836
285,-3333.7686309814453,-3333.7686309814453,67431.57357788086,248401.80010986328,274407.19049072266
286,-1937.32332611084,-1937.32332611084,-25081.00863647461,167829.92390441897,74510.65774536133
287,26.52671813964844,26.52671813964844,-15564.954147338867,-57252.89165496826,-115663.67724609376
288,-5224.066009521484,-5224.066009521484,34773.04605102539,124285.49690246582,103684.70190429688
289,-2456.8403549194336,-2456.8403549194336,-15209.676239013672,-69225.49141693115,-110847.49841308594
290,-2351.3724517822266,-2351.3724517822266,-36814.195861816406,-298504.9344177246,-205749.9930419922
291,-8100.589668273926,-8100.589668273926,-5678.692916870117,171795.9849395752,94503.76527404784
292,-2580.629898071289,-2580.629898071289,-25049.78968811035,-38391.67234802246,-57163.2444152832
293,-3804.369400024414,-3804.369400024414,157140.59519958496,112328.79234313963,177423.7476196289
294,-4006.6322631835938,-4006.6322631835938,-48519.48822021485,-62917.2784576416,-87633.38200378418
295,-1088.487678527832,-1088.487678527832,124024.56048583984,253305.48905944824,238406.3031463623
296,-7066.504989624023,-7066.504989624023,66469.5690612793,79148.48321533203,145204.74476623535
297,4403.815010070801,4403.815010070801,-95884.82569885254,-271868.2786102295,-230064.73681640625
298,436.2137145996094,436.2137145996094,131511.95727539062,119431.79824829102,149636.18991088867
299,895.4219207763672,895.4219207763672,142406.90130615234,219744.89001464844,138202.66410827637
300,2847.4322967529297,2847.4322967529297,-38560.47756958008,39375.1032409668,-7868.007965087891
301,-3276.994071960449,-3276.994071960449,151360.23266601562,88555.30166625977,65252.19519042969
302,1011.692253112793,1011.692253112793,160124.52166748047,105902.26315307616,90310.49076843262
303,731.6102905273438,731.6102905273438,124670.78005981444,283894.8960876465,196022.3236999512
304,-5.952163696289063,-5.952163696289063,-81604.53102111816,-160317.00944519043,-151619.1011352539
305,2594.4772567749023,2594.4772567749023,127928.44674682616,291550.2201385498,238172.55934143063
306,3386.1041259765625,3386.1041259765625,-56212.89988708496,-101622.07513427734,-122202.61978149414
307,3998.439102172852,3998.439102172852,132523.86660766602,119554.93148803712,150731.312210083
308,5322.090972900391,5322.090972900391,-100350.8190612793,-143087.25901794434,-182489.64149475095
309,-2116.248764038086,-2116.248764038086,695.69921875,122690.19151306152,185071.83546447757
310,-1062.4298248291016,-1062.4298248291016,-49935.69010925293,-154593.65956115723,-163784.0106201172
311,3929.2479934692383,3929.2479934692383,-80109.00662231445,-219968.93394470212,-188505.47744750977
312,1981.8411254882808,1981.8411254882808,-145142.75537109375,-291612.4251098633,-249587.41191101077
