Model,Total_Return_Pct,Sharpe_Ratio,Annualized_Return,Annualized_Volatility,Final_Value
MDA2C,0.3228414321899414,4.38536062803131,1.2892531859258,0.28543905327296676,132284.14321899414
DDPG,0.2506823516845705,5.107754723742698,1.0838760813081083,0.20486028360840672,125068.23516845705
Buy_n_Hold,0.15724399999999994,3.085512047878622,0.644208190671952,0.19663128234714924,115724.4
MDREINFORCE,0.14213116607666015,2.6679172562144875,0.6420361140704934,0.226594776379336,114213.11660766602
DDQN,0.0012795380000000295,-15.629280247808486,0.006619745172862394,0.001975795067816228,100127.9538
DQN,0.0012795380000000295,-15.629280247808486,0.006619745172862394,0.001975795067816228,100127.9538
