Date,Close,High,Low,Open,Volume,symbol,RSI_14,MACD,MACD_signal,MACD_hist
2024-11-27,135.3011932373047,137.18065910710888,131.76221489663718,134.97128602051475,226370900,NVDA,48.41074799650481,,,
2024-11-27,233.8722381591797,234.6288260383393,232.75728573526555,233.41431778082384,33498400,AAPL,71.9875751088745,,,
2024-11-29,572.519775390625,576.6468129766572,565.1230507511389,567.2164438690074,7130500,META,54.18236361240098,,,
2024-11-29,168.20819091796875,168.68607913599834,166.4260569265254,167.76016976407897,14257200,GOOGL,48.292435138885274,,,
2024-11-29,138.2103729248047,139.31006372977,136.0110065692894,136.74079305563075,141863200,NVDA,52.196926576206096,,,
2024-11-29,420.359130859375,421.7687459879258,414.7405735739754,417.0138131267751,16271900,MSFT,59.64448205014534,,,
2024-11-29,236.26144409179688,236.7392786802237,232.91657159263397,233.75278591990275,28481400,AAPL,74.8661119118631,,,
2024-11-29,207.88999938964844,208.1999969482422,204.58999633789065,205.8300018310547,24892400,AMZN,59.00226080109198,,,
2024-11-29,345.1600036621094,345.45001220703125,334.6499938964844,336.0799865722656,37167600,TSLA,69.52135955202807,,,
2024-12-02,357.0899963378906,360.0,351.1499938964844,352.3800048828125,77986500,TSLA,71.61491630656153,,,
2024-12-02,238.5112762451172,239.70587037671797,236.0922242678823,236.2017296160342,48137100,AAPL,77.23809162457519,,,
2024-12-02,170.73704528808594,171.32445113236562,167.82986793872016,168.02898676148365,23789100,GOOGL,51.869586832801374,,,
2024-12-02,590.9718017578125,592.6365501357109,573.7658931912714,575.6898363387268,12522400,META,62.615083066438224,,,
2024-12-02,427.8240356445313,429.829232706476,418.22483367708463,418.48293944626425,20207200,MSFT,64.84683579042574,,,
2024-12-02,210.7100067138672,212.9900054931641,209.50999450683597,209.9600067138672,39523200,AMZN,61.46676000099958,,,
2024-12-02,138.59027099609375,140.40974141861778,137.7805055975671,138.79021062156448,171682800,NVDA,52.685263445771625,,,
2024-12-03,213.44000244140625,214.0200042724609,209.6499938964844,210.30999755859372,32214800,AMZN,63.739249948382756,,,
2024-12-03,170.5876922607422,171.9218050645491,170.09985343093683,170.73704276945597,22248700,GOOGL,51.64235758766375,,,
2024-12-03,611.7265014648438,612.2747652879608,589.3966912760062,593.1349366752197,14907200,META,69.43034535037742,,,
2024-12-03,140.2198028564453,140.4997214017946,137.91046723010535,138.22037595856943,164414000,NVDA,54.817401633479776,,,
2024-12-03,241.55747985839844,241.66698519896207,237.82436396202863,238.73027039850209,38861000,AAPL,79.99143696305596,,,
2024-12-03,351.4200134277344,355.69000244140625,348.20001220703125,351.79998779296875,58267200,TSLA,69.18264202523756,,,
2024-12-03,428.04241943359375,429.3031085678167,424.6077345204632,426.6923626928357,18302000,MSFT,64.98902999773442,,,
2024-12-04,611.8560791015625,615.8435407320915,603.203233820739,611.0386421660438,14697000,META,69.46776872798478,,,
2024-12-04,434.2168884277344,436.45041220115866,429.4619560010729,429.8590208353051,26009400,MSFT,68.8282465927285,,,
2024-12-04,357.92999267578125,358.1000061035156,348.6000061035156,353.0,50810900,TSLA,70.42464205453291,,,
2024-12-04,241.91586303710935,243.0109164583405,240.16379275322728,241.77649398259703,44383900,AAPL,80.29345705201419,,,
2024-12-04,173.60438537597656,174.14202289483944,170.30892108827348,170.39852227748662,31615100,GOOGL,55.84951446650901,,,
2024-12-04,218.16000366210935,220.0,215.75,215.9600067138672,48745700,AMZN,67.32698588433729,,,
2024-12-04,145.09840393066406,145.74821154635353,140.2497877832653,141.95930442882306,231224300,NVDA,60.5492111405381,,,
2024-12-05,145.02841186523438,146.50808533514203,143.91865294893697,145.0784040292141,172621200,NVDA,60.430766113454304,,,
2024-12-05,241.94573974609372,243.43898620611924,241.03984843814555,242.8914746561807,40033900,AAPL,80.32012637920504,,,
2024-12-05,369.489990234375,375.4299926757813,359.5,359.8699951171875,81403600,TSLA,72.54093040956369,,,
2024-12-05,171.8820037841797,175.28698606114204,171.57336730521956,174.5900625293299,21356200,GOOGL,53.01359577009729,,,
2024-12-05,607.0213623046875,617.9570095718483,605.1472501098035,615.1458412795223,8081200,META,66.21084743329301,,,
2024-12-05,439.3787841796875,441.4038541812057,432.9760343176013,434.71321944433936,21697800,MSFT,71.62919100223587,,,
2024-12-05,220.5500030517578,222.1499938964844,217.3000030517578,218.02999877929688,41140200,AMZN,68.99958388483857,,,
2024-12-06,440.3218078613281,442.83327982289535,438.53497082637017,439.0610885007189,18821000,MSFT,72.122027090933,,,
2024-12-06,621.8148193359375,627.8159083390149,606.6225986816157,608.1876239914793,16935500,META,70.73246095446355,,,
2024-12-06,173.9429168701172,174.3112874696141,171.10542413534188,171.2746759024565,21462400,GOOGL,55.899194142258565,,,
2024-12-06,227.02999877929688,227.1499938964844,220.6000061035156,220.75,44178100,AMZN,73.03076744278049,,,
2024-12-06,142.40899658203125,145.66828146425675,141.27923767487087,144.56853006182772,188505600,NVDA,56.01455842134312,,,
2024-12-06,241.74664306640625,243.5285923470879,240.9900703290189,241.81633519239523,36870600,AAPL,79.54754481724372,,,
2024-12-06,389.2200012207031,389.489990234375,370.7999877929688,377.4200134277344,81455800,TSLA,75.73262873154293,,,
2024-12-09,138.77975463867188,139.91950565348523,137.1001279875636,138.93972344033872,189308600,NVDA,50.50722756942655,,,
2024-12-09,442.7538757324219,445.0469576507044,437.2743084708553,439.35893665859504,19144400,MSFT,73.40514392115573,,,
2024-12-09,389.7900085449219,404.7999877929688,378.010009765625,397.6099853515625,96359200,TSLA,75.82007248770243,,,
2024-12-09,226.08999633789065,230.0800018310547,225.6699981689453,227.2100067138672,46819400,AMZN,71.57672914830422,,,
2024-12-09,245.63902282714844,246.1268220997756,240.6615350292325,240.74117665680967,44649200,AAPL,82.99192439464673,,,
2024-12-09,174.80010986328125,175.68721709610546,173.08569798716198,173.3947033817355,25389600,GOOGL,57.07986375151217,,,
2024-12-09,611.646728515625,624.4365290047741,604.2699000041796,621.9642613672759,11426000,META,64.35760416614747,,,
2024-12-10,400.989990234375,409.7300109863281,390.8500061035156,392.6799926757813,97563600,TSLA,77.53312361767483,,,
2024-12-10,246.6544342041016,247.0924555600448,244.23536723926503,245.7783914922151,36914800,AAPL,83.76026873544362,,,
2024-12-10,135.04058837890625,141.78911819403848,133.76085313448985,138.97971741196267,210020900,NVDA,45.53935276316362,,,
2024-12-10,617.3787841796875,623.6291506932943,610.8193917771058,615.6242910640193,10938900,META,66.20661326631651,,,
2024-12-10,440.0835571289063,446.3275050202344,438.3662450103701,441.1358228013123,18469500,MSFT,69.61645466524558,,,
2024-12-10,184.5682678222656,185.75440321939527,180.46166108394456,182.2558148271153,54813000,GOOGL,67.69398407898878,,,
2024-12-10,225.0399932861328,229.05999755859372,224.1999969482422,226.08999633789065,31199900,AMZN,69.90252239087215,,,
2024-12-11,139.27964782714844,140.1394610798945,135.18055019628483,137.33007570041752,184905200,NVDA,51.378205363122575,,,
2024-12-11,194.76502990722656,194.97435419169267,184.2493249317854,184.70782161706583,67894100,GOOGL,74.7215844798074,,,
2024-12-11,630.6968383789062,636.398940507193,619.5818248925854,621.4160232851857,10837200,META,70.08915319063176,,,
2024-12-11,424.7699890136719,424.8800048828125,402.3800048828125,409.7000122070313,104287600,TSLA,80.66521160099894,,,
2024-12-11,230.25999450683597,231.1999969482422,226.25999450683597,226.41000366210935,35385800,AMZN,73.2521110678573,,,
2024-12-11,445.7021484375,447.0522052493872,440.7983204027772,440.7983204027772,19200200,MSFT,72.79783116511162,,,
2024-12-11,245.38021850585935,249.6708108995408,245.15124311202536,246.8436012503984,45205800,AAPL,78.94091834220842,,,
2024-12-12,246.84359741210935,247.62008434324932,244.57384885559844,245.77840766369863,32777500,AAPL,80.33996816401535,,,
2024-12-12,446.2679748535156,452.8196506561494,445.8212579806136,445.8212579806136,20834800,MSFT,73.10326465127174,,,
2024-12-12,418.1000061035156,429.2999877929688,415.0,424.8399963378906,87752200,TSLA,77.40563341321261,,,
2024-12-12,137.31007385253906,138.40984029596007,135.77041608721427,137.05013599112348,159211400,NVDA,48.76233235395338,,,
2024-12-12,228.97000122070312,231.08999633789065,227.6300048828125,229.8300018310547,28204100,AMZN,71.1449063942249,,,
2024-12-12,191.33621215820312,194.54573443162943,191.08702455991943,194.36632666128315,34817500,GOOGL,69.26519321397565,,,
2024-12-12,628.812744140625,634.6643395468709,625.2440095870248,629.520540523856,7474700,META,68.88343576001887,,,
2024-12-13,189.20315551757807,192.10368742772263,189.02373254884577,190.38927563816205,25143500,GOOGL,66.03466115318662,,,
2024-12-13,134.22076416015625,139.56960518418134,132.51112983721956,138.90974525213795,231514900,NVDA,44.900751196237074,,,
2024-12-13,227.4600067138672,230.1999969482422,225.8600006103516,228.3999938964844,28768100,AMZN,68.65528586664024,,,
2024-12-13,247.0128173828125,248.16758302178013,245.131327579476,246.70421556592945,33155300,AAPL,80.50128483657176,,,
2024-12-13,443.9947204589844,448.124261247401,442.3170935669994,445.15616611270633,20177800,MSFT,69.71640198764808,,,
2024-12-13,618.405517578125,629.1019262683816,614.9564017264901,625.2539790166715,8453300,META,62.48882443956547,,,
2024-12-13,436.2300109863281,436.2999877929688,415.7099914550781,420.0,89000200,TSLA,79.79553670438084,,,
2024-12-16,232.92999267578125,233.0,228.00999450683597,230.22999572753903,37552100,AMZN,72.4203594878476,,,
2024-12-16,131.9712371826172,134.37070812011547,130.39157963416957,134.1507548377073,237951100,NVDA,42.27542585976423,,,
2024-12-16,196.02093505859372,198.3533273175459,191.9940549717768,192.2432425689094,44934900,GOOGL,70.73316898292096,,,
2024-12-16,463.0199890136719,463.1900024414063,436.1499938964844,441.0899963378906,114083800,TSLA,82.70641649870572,,,
2024-12-16,622.7852783203125,629.6792095440776,617.1384950234287,628.5118922373878,10885600,META,64.00329943598594,,,
2024-12-16,249.90972900390625,250.24820975700104,246.5349925019624,246.8734732550572,51694800,AAPL,83.06335355530902,,,
2024-12-16,448.2830810546875,448.8687569516414,442.0192905147007,443.99470839545216,23598800,MSFT,72.32153968243902,,,
2024-12-17,130.36160278320312,131.5613383936032,126.8323727744144,129.06188284882555,259410300,NVDA,40.45279476022499,,,
2024-12-17,479.8599853515625,483.989990234375,457.510009765625,475.8999938964844,131223000,TSLA,84.24315681316259,,,
2024-12-17,194.7849578857422,200.7654601795969,194.3463852840536,196.60901291047236,43504000,GOOGL,68.8731134990533,,,
2024-12-17,252.33872985839844,252.68716009783537,248.655391740455,248.9540440613884,51356400,AAPL,84.8597231679807,,,
2024-12-17,451.132080078125,451.9560191338881,446.2779042343056,447.70736185197006,22733500,MSFT,73.92630482067615,,,
2024-12-17,231.1499938964844,232.72999572753903,227.8500061035156,232.38999938964844,35948100,AMZN,69.49498932231465,,,
2024-12-17,617.9964599609375,630.8963205922495,615.103193761423,624.7107568886487,12897800,META,61.0986373318018,,,
2024-12-18,128.88192749023438,136.67022414162827,128.2520598203989,133.83084634553458,277444500,NVDA,38.79690387782645,,,
2024-12-18,246.9331970214844,253.135143175504,246.62459517802284,251.02469300208548,56774100,AAPL,67.66081022986978,,,
2024-12-18,434.1871337890625,449.3353686126572,433.8198177452418,448.0151211482652,24444500,MSFT,53.907057004858814,,,
2024-12-18,595.7982788085938,625.8979519713565,594.9303111747199,619.552788270997,17075500,META,49.81334800065805,,,
2024-12-18,220.5200042724609,231.3999938964844,220.1100006103516,230.7700042724609,43281400,AMZN,55.164064213022414,,,
2024-12-18,187.7877655029297,196.35982485436523,187.12992181114345,194.5856103947524,34166100,GOOGL,59.35675146097312,,,
2024-12-18,440.1300048828125,488.5400085449219,427.010009765625,466.5,149340800,TSLA,68.72642409498503,,,
2024-12-19,130.65151977539062,134.0007959707685,129.52177635647746,131.7312862928068,209719200,NVDA,41.861937317309476,-3.4980566192728304,-2.5503189312542816,-0.9477376880185489
2024-12-19,223.2899932861328,226.08999633789065,222.9199981689453,224.91000366210935,39918700,AMZN,57.61676582764416,5.92235993158647,5.632601893143506,0.2897580384429643
2024-12-19,433.8297119140625,439.9346705847199,433.1249195902441,438.3860965890634,22963700,MSFT,53.5774801864772,7.485169299299628,8.18037810194398,-0.6952088026443519
2024-12-19,248.66534423828125,250.86540066585476,245.97750369773613,246.3856613682502,60882300,AAPL,69.77478481912313,6.885883007172453,7.074806059436601,-0.18892305226414852
2024-12-19,187.8974151611328,192.40273129322728,187.7678479495074,191.00728679661609,32265200,GOOGL,59.45130249853161,4.173786572042616,1.8063009756134345,2.367485596429181
2024-12-19,436.1700134277344,456.3599853515625,420.0199890136719,451.8800048828125,118566100,TSLA,67.39398500783655,38.72847854119061,33.794757459567826,4.933721081622785
2024-12-19,594.18212890625,610.0949722205629,593.6134498908004,608.9676006291684,14958100,META,49.10224670484042,10.58156047763157,12.782375464936106,-2.200814987304536
2024-12-20,224.9199981689453,226.2100067138672,218.72999572753903,219.83999633789065,88279200,AMZN,59.036828761149785,5.660587785456045,5.638199071606014,0.02238871385003094
2024-12-20,433.4029235839844,440.4906238895222,425.49128413888167,429.9384591402834,64263700,MSFT,53.15954553161072,6.5810959638859,7.860521674332364,-1.2794257104464632
2024-12-20,253.3441925048828,253.8518908180873,244.5838104896136,246.92322076153133,147495300,AAPL,74.60398349490347,7.013309339252288,7.0625067153997385,-0.049197376147450456
2024-12-20,190.7879943847656,192.263180692445,184.61810708296372,185.1762848637503,63462900,GOOGL,61.96342909296724,4.308505276029081,2.3067418356965637,2.001763440332517
2024-12-20,134.670654296875,135.25052978203578,128.19207015255645,129.7817201303188,306528600,NVDA,48.20623192091648,-3.2254746072125897,-2.685350066445943,-0.5401245407666466
2024-12-20,421.05999755859375,447.0799865722656,417.6400146484375,425.510009765625,132216200,TSLA,62.42107908149308,36.00896548108955,34.23759906387217,1.7713664172173793
2024-12-20,583.8861694335938,601.7045349749246,578.6484037103535,589.2037657797782,48989400,META,44.72219978425762,8.09030515379834,11.843961402708553,-3.7536562489102128
